,engineTransmission_battery_value,engineTransmission_engineoilLevelDipstick_value,engineTransmission_engineOil,engineTransmission_engineOil_cc_value_0,engineTransmission_engine_value,engineTransmission_coolant_value,engineTransmission_engineMounting_value,engineTransmission_engineSound_value,engineTransmission_engineSound_cc_value_0,engineTransmission_exhaustSmoke_value,engineTransmission_engineBlowByBackCompression_value,engineTransmission_engineBlowByBackCompression_cc_value_0,engineTransmission_clutch_value,engineTransmission_gearShifting_value,fuel_type,odometer_reading,rating_engineTransmission,how_old
20915,0,1,0,0,0,0,0,0,3,1,0,0,0,1,3,-0.4370410705482487,3,0.04746302594887372
20916,1,1,1,5,1,1,1,0,3,1,1,1,1,1,0,-0.5104331732530525,2,-0.018682647208658528
20917,1,1,0,5,0,1,1,0,4,0,1,1,0,1,4,0.31086551453269784,6,0.5545798534899543
20918,1,1,1,5,1,1,1,0,3,1,1,1,1,1,0,0.5090797919134747,3,-0.8344792828182229
20919,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,0.18612887843796572,2,-0.4376052438730294
20920,1,1,0,4,1,1,1,0,6,1,1,1,1,1,0,-0.3860386914832845,3,-1.6502759184277873
20921,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-1.6290212001420028,1,-1.9148586110579162
20922,1,1,1,5,1,1,1,0,2,1,1,1,0,1,0,0.047663300054048265,3,0.06951158366805113
20923,0,1,0,5,1,0,0,0,0,0,1,1,0,1,3,0.06391563048984399,3,0.9514538924351478
20924,1,1,0,6,1,1,0,0,0,1,1,1,0,1,0,-0.5222588821096249,1,-1.0108677445716423
20925,0,1,0,0,0,0,0,0,4,1,1,1,0,1,3,0.4561100254799669,5,0.3561428340173575
20926,1,1,0,5,0,1,1,0,4,1,1,1,0,1,4,-0.32624722319580446,5,0.3561428340173575
20927,1,1,1,5,1,1,0,1,4,1,1,1,1,1,3,-1.1544317667714576,2,-1.3195475526401261
20928,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.17871455520033785,1,-0.680139378783981
20929,1,1,0,5,1,1,1,0,4,0,1,1,1,1,0,-0.27843115628206866,3,-0.21711966668125526
20930,0,1,0,0,1,1,0,0,5,0,1,1,0,1,3,0.017318488358792843,3,0.5766284112091317
20931,1,1,1,5,1,1,1,1,4,1,1,3,1,1,0,-1.1352283552828464,1,-0.1068768780853682
20932,1,1,1,5,1,1,0,1,4,1,1,1,1,1,0,0.1729987062174676,3,-0.3714595707154972
20933,1,1,0,0,1,1,1,0,4,1,1,1,1,1,0,-0.7353354879810309,4,-0.3714595707154972
20934,1,1,0,0,0,1,1,1,4,1,1,1,1,1,3,0.09090305287138897,1,1.6349591817296476
20935,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.11643125205513,4,0.7750654306817284
20936,1,1,0,5,0,0,0,0,4,1,0,0,0,1,4,0.5086093297166491,3,1.4806192776954057
20937,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-0.9132771216076837,2,-0.94472207141411
20938,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.43214398677219973,1,-0.4376052438730294
20939,1,1,0,5,0,1,0,0,0,1,1,1,0,1,0,0.5589060154863748,3,0.1797543722639382
20940,1,1,0,0,1,0,0,0,4,1,1,3,1,1,3,1.0352062204817405,3,1.2601337005036315
20941,1,1,0,5,1,1,1,0,1,1,1,1,1,1,0,0.08044596131467305,3,-0.3714595707154972
20942,1,1,0,5,1,1,1,0,1,0,1,3,0,1,0,1.1142652541937625,3,0.20180292998311564
20943,1,1,0,0,1,1,1,0,0,1,1,3,0,1,0,0.06725163515824416,3,-0.8565278405374003
20944,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,-0.4075302600200933,3,-0.5257994747497391
20945,1,1,1,5,1,1,1,1,4,1,1,2,0,1,3,-1.31156614051123,2,-1.3195475526401261
20946,1,1,0,0,1,0,1,1,4,1,1,1,0,1,3,1.6375047556451436,4,0.04746302594887372
20947,1,1,1,5,1,1,1,0,3,1,1,1,1,1,4,-1.2080644572095836,3,-0.8565278405374003
20948,1,1,0,0,1,1,1,1,4,1,1,2,1,1,3,-1.3334640173089336,2,-1.4297903412360131
20949,1,1,1,5,1,1,1,0,3,1,1,1,1,1,4,-0.867963058195248,3,-1.694373033866142
20950,0,1,0,5,1,1,1,0,4,1,1,1,1,1,3,-0.32947630463765337,3,-0.018682647208658528
20951,1,1,0,6,0,0,0,0,6,0,1,1,0,0,0,0.9068983486201955,4,-0.32736245527714236
20952,0,1,0,0,0,0,1,0,0,1,1,1,0,1,4,1.085053828699951,5,1.7231534126063572
20953,0,1,0,5,0,0,0,0,4,0,1,1,0,0,3,-0.1866910279010639,5,1.4585707199762283
20954,1,1,1,5,1,1,1,0,4,1,1,3,1,1,0,-0.5762123422274046,3,-0.9888191868524648
20955,1,1,0,5,0,1,1,0,4,0,1,1,0,1,0,-0.008000931688552062,5,0.6648226420858414
20956,1,1,0,5,1,1,1,0,5,1,1,1,1,1,3,-0.9007029501652523,4,1.0616966810310349
20957,1,1,1,5,0,1,0,0,4,1,1,1,0,1,3,0.13506234543707074,3,-0.5698965901880939
20958,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.3708871466018844,2,-1.694373033866142
20959,1,1,0,0,1,1,1,0,3,1,1,1,1,1,0,-0.7152125367440785,2,-1.2313533217634163
20960,1,1,0,6,0,0,0,0,0,1,1,1,0,0,3,0.5986814557634538,6,0.9294053347159703
20961,0,1,0,5,0,0,1,0,4,1,1,1,0,0,4,1.1703785634878783,5,0.9955510078735026
20962,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.2601146838947503,2,-1.209304764044239
20963,0,1,0,6,1,0,0,0,2,1,1,1,0,1,0,-0.40877056944808826,3,-1.054964860009997
20964,1,1,1,5,1,1,1,0,3,1,1,1,1,1,3,-1.2433491219715085,2,-0.018682647208658528
20965,1,1,0,6,0,1,1,0,4,0,1,1,0,0,0,0.715612696319942,4,0.5325312957707768
20966,1,1,0,5,1,0,1,0,1,1,1,3,1,1,0,0.2594354425615285,4,-0.2832653398387875
20967,1,1,0,5,0,0,1,0,0,0,1,1,0,1,4,-0.1740099332320812,5,1.6349591817296476
20968,0,1,0,5,1,0,0,0,4,1,1,1,0,0,3,-0.8060331253767422,5,1.7452019703255348
20969,1,1,0,5,0,1,0,0,6,0,1,1,0,1,0,0.8223862303540577,5,-0.6139937056264487
20970,1,1,0,5,1,0,0,0,3,1,1,1,0,1,3,0.6337522740722761,4,1.0616966810310349
20971,1,1,0,6,0,0,0,0,6,1,1,1,0,0,0,-0.616928706898135,4,-0.7021879365031584
20972,0,1,0,6,1,1,0,0,0,0,1,1,0,0,3,-0.21149721646096262,3,0.11360869910640596
20973,1,1,0,6,0,0,0,0,0,0,1,1,1,1,3,1.0665347258612679,4,0.24590004542147045
20974,1,1,0,0,1,1,0,0,1,1,1,1,0,1,3,0.6411727459949355,2,0.7309683152433736
20975,1,1,0,0,0,0,0,0,4,0,1,1,1,1,3,0.6162382495631752,5,0.22385148770229304
20976,1,1,1,5,1,1,1,0,4,1,1,1,1,1,4,-1.1022746168597397,3,-0.7683336096606906
20977,0,1,0,5,0,0,0,0,4,0,1,1,0,0,3,-0.2194736891616887,5,-0.1289254358045456
20978,1,1,0,5,1,1,1,0,4,0,1,1,0,1,4,-0.22400723396746328,5,1.4806192776954057
20979,1,1,0,5,1,0,0,0,1,1,1,1,1,1,0,0.559761401298785,4,0.3561428340173575
20980,1,1,0,5,0,0,0,0,4,1,1,1,1,1,3,-0.22576077488290439,4,0.8191625461200832
20981,0,1,1,5,1,1,1,1,4,0,1,1,1,1,0,2.8576270784671967,9,1.3042308159419864
20982,1,1,1,5,1,1,1,0,4,1,1,1,1,0,0,-0.03817466622132542,3,-1.1211105331675293
20983,1,1,0,0,1,0,0,0,6,0,1,1,1,1,0,-0.4371693784201102,3,-0.415556686153852
20984,1,1,1,5,0,1,0,0,6,1,1,2,0,1,0,1.1229046508991067,6,-0.30531389755796495
20985,1,1,1,5,0,1,0,0,1,1,1,1,0,0,4,0.022728803622287994,4,0.5104827380515995
20986,1,1,0,6,0,0,1,0,3,1,1,1,0,1,4,0.6427338251025843,4,-0.08482832036619077
20987,1,1,0,5,1,1,0,0,4,1,1,1,1,1,0,-0.7619593713923014,2,-0.4596538015922068
20988,1,1,0,5,1,1,1,1,4,1,1,1,1,1,0,-1.1362975875483594,2,-0.7903821673798681
20989,1,1,0,0,1,0,1,0,4,1,1,1,0,0,3,-0.346220481915585,5,0.1577058145447608
20990,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.747225350773534,1,-1.6502759184277873
20991,1,1,0,5,1,1,0,0,3,0,1,1,1,1,0,0.8218302295759911,4,-1.1431590908867066
20992,1,1,0,5,0,0,0,0,6,0,1,1,0,1,0,0.5001410101737871,5,-0.34941101299631977
20993,0,1,0,5,1,0,0,0,4,1,1,1,1,1,0,0.3435412525667713,3,0.11360869910640596
20994,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,-0.943450856140457,3,-0.6360422633456262
20995,1,1,0,5,1,0,0,1,4,1,1,1,1,1,0,-1.3389598711536699,3,-1.3636446680784808
20996,1,1,0,0,0,0,0,0,4,1,1,1,0,1,3,0.5880319023989455,5,1.2160365850652768
20997,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-0.7277653235411997,4,0.06951158366805113
20998,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,-1.3400077187738724,2,-1.2754504372017712
20999,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.18284179174521756,3,-0.1289254358045456
21000,1,1,0,6,1,0,0,0,0,0,1,1,0,0,0,0.027796964560819027,5,-0.04073120492783594
21001,0,1,0,5,1,0,1,0,4,1,1,3,0,1,3,-0.6695990882972992,3,0.5104827380515995
21002,1,1,0,5,1,1,0,0,3,0,1,1,0,1,4,-0.5501872288848212,3,0.025414468229696306
21003,1,1,0,6,1,1,0,0,4,1,1,3,1,1,0,0.03793328643788109,5,-0.680139378783981
21004,1,1,0,5,0,0,1,0,4,1,1,1,1,1,3,0.023413112272216235,4,1.0616966810310349
21005,0,1,0,5,1,1,0,0,6,1,1,1,0,1,0,0.5654069476606931,3,0.4663856226132446
21006,1,1,0,5,0,1,1,0,4,1,1,1,0,0,3,-0.07572610338613762,3,1.3483279313803411
21007,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.3003290330797724,3,-0.5698965901880939
21008,1,1,0,0,1,1,1,0,0,1,1,1,0,1,3,0.142889125620625,3,0.5104827380515995
21009,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,0.1680588531507981,3,-0.6139937056264487
21010,0,1,0,6,1,0,0,0,1,1,1,1,0,1,3,-0.35270002944459306,3,1.1498909119077445
21011,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.5154045796086046,2,-1.4959360143935454
21012,1,1,0,5,0,0,1,0,4,1,1,1,0,1,4,2.1511853206428393,4,0.5325312957707768
21013,1,1,0,0,1,0,1,1,4,1,1,1,0,1,4,0.30643889295347454,3,0.9514538924351478
21014,1,1,0,5,1,0,0,0,4,1,1,1,1,1,3,3.3965415249309965,4,1.2160365850652768
21015,1,1,0,0,1,0,1,1,4,1,1,1,0,1,3,-1.2631726881741172,4,-1.9810042842154485
21016,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,-1.307994904744417,2,-1.3636446680784808
21017,1,1,0,5,0,1,1,0,4,1,1,1,0,0,3,-0.2809331597833688,5,1.657007739448825
21018,1,1,1,5,1,1,0,0,3,1,1,3,0,1,0,0.8415468725520484,9,1.282182258222809
21019,1,0,0,0,0,0,0,0,0,1,1,1,0,1,4,-0.05491884349925706,5,0.6207255266474865
21020,1,1,0,0,1,1,1,0,3,1,1,1,1,1,3,-1.610437943367389,2,-1.9369071687770936
21021,0,0,0,3,0,1,0,0,4,0,1,1,0,0,4,0.8981306440429898,5,1.3042308159419864
21022,1,1,1,5,0,1,1,0,0,1,1,1,1,1,3,-0.9808526007880974,3,-1.099061975448352
21023,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-1.5332393737973595,1,-1.5620816875510777
21024,1,1,1,5,1,1,0,0,6,1,1,1,1,1,0,-0.3859745375473537,2,-0.1068768780853682
21025,1,1,0,0,1,1,1,0,4,0,1,3,1,1,0,-0.34192216820822324,4,-0.3935081284346746
21026,1,1,0,0,1,1,1,0,3,0,1,1,1,1,0,1.337264335489128,4,0.642774084366664
21027,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0.9456687105676923,4,-0.2832653398387875
21028,1,1,0,6,0,0,0,0,4,0,1,1,0,0,4,-0.0223286440464246,4,0.7971139884009059
21029,1,1,0,5,1,0,0,0,6,1,1,1,0,1,0,0.7816698656833274,3,-0.150973993523723
21030,1,1,0,3,1,1,1,0,3,1,1,1,1,1,3,-0.2600403613152472,3,0.24590004542147045
21031,1,1,0,5,0,0,0,0,3,0,1,1,0,1,4,-0.10560045288456739,5,1.282182258222809
21032,1,1,0,0,1,1,1,1,4,0,1,1,1,1,3,-1.0681447229445686,3,1.6129106240104703
21033,0,1,0,5,1,0,0,0,0,1,1,3,1,1,0,0.2539395887167923,4,-0.6139937056264487
21034,1,1,0,5,0,1,1,0,4,1,1,1,0,1,4,1.0152543464072703,4,0.5986769689283091
21035,1,1,0,0,1,1,1,1,4,1,1,3,0,1,3,-0.5365865944674975,4,-0.6360422633456262
21036,1,1,0,0,1,0,0,0,3,1,1,1,1,1,0,2.0199263677284787,4,0.1577058145447608
21037,1,1,0,5,1,1,1,0,4,1,1,1,0,1,3,-0.17764532293482496,3,0.40023994945571234
21038,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.09399875912467,1,-1.3195475526401261
21039,1,1,1,5,1,1,1,0,4,1,1,1,1,1,3,-0.77677893059231,3,-1.1211105331675293
21040,1,1,1,5,0,1,1,0,5,1,1,1,1,1,4,-0.7151483828081477,5,0.1577058145447608
21041,1,1,0,1,1,1,1,0,3,1,1,1,1,1,0,-0.40417287070638286,5,-0.30531389755796495
21042,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.9990081646565061,1,-1.3195475526401261
21043,1,1,1,5,0,1,1,1,4,1,1,1,1,1,3,-1.2090695355391656,2,-1.5620816875510777
21044,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-1.2871234909216056,1,-1.9589557264962711
21045,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,0.24346111251476613,3,1.01759956559268
21046,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,-1.065835181251061,2,-1.3636446680784808
21047,1,1,0,5,1,1,1,1,4,1,0,0,1,1,3,-1.3645786762353584,4,0.5104827380515995
21048,0,1,0,5,0,0,0,0,6,1,0,0,1,1,0,-0.4010934817817058,5,0.40023994945571234
21049,1,1,0,5,1,0,0,1,4,1,1,1,0,0,3,-0.9559822582922679,3,-1.2313533217634163
21050,1,1,0,6,0,0,1,0,4,1,1,1,0,0,3,2.1515060903224934,4,1.392425046818696
21051,1,1,0,0,1,1,1,0,4,1,1,3,1,1,0,0.40831534321154134,4,0.1797543722639382
21052,1,1,0,6,1,0,1,0,6,0,1,1,0,0,0,-0.5610933979930526,4,-0.9006249559757551
21053,1,1,0,0,1,0,1,0,3,1,1,1,1,1,3,-0.605552075593078,3,0.09156014138722855
21054,1,1,0,5,1,1,1,0,4,1,1,1,1,1,0,-0.3468406366295825,3,-0.6360422633456262
21055,1,1,0,5,1,1,1,0,4,1,1,1,0,1,0,-0.5537370800063239,3,-0.5478480324689164
21056,1,1,0,5,0,0,0,0,4,1,1,1,0,1,4,-0.07360902350042213,3,0.003365910510518889
21057,1,1,0,0,0,1,1,0,2,1,1,1,1,1,3,0.40596303222741303,3,1.3042308159419864
21058,1,1,0,0,1,1,1,0,4,1,1,1,0,1,3,0.04764191540873801,4,0.3561428340173575
21059,1,1,0,1,0,0,0,0,4,1,1,1,0,1,3,-0.27838838699144813,5,-0.04073120492783594
21060,1,1,0,5,1,0,0,0,6,0,1,3,0,0,0,-0.3755602152812583,4,-0.3714595707154972
21061,1,1,0,5,1,1,1,0,4,1,1,1,0,0,0,-0.5200348789973581,5,-1.099061975448352
21062,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.7716252310725379,9,2.230270240147438
21063,1,1,0,0,1,1,0,0,4,1,1,1,1,0,0,1.8155105432077272,3,-0.30531389755796495
21064,0,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.4613655809095838,2,-1.3195475526401261
21065,1,1,0,5,1,1,0,1,4,1,1,1,1,1,3,-0.036891587502709974,2,-0.04073120492783594
21066,1,1,0,5,1,0,0,0,1,1,1,1,1,1,0,0.3605634302337363,4,0.5766284112091317
21067,1,1,1,5,1,1,0,1,4,1,1,1,1,1,3,0.19784766406798682,3,0.1577058145447608
21068,0,1,0,0,1,1,0,0,3,1,1,3,1,1,3,-0.16109360746468565,3,1.9656875475173088
21069,1,1,0,5,1,1,1,0,6,1,1,1,0,0,4,0.7584675255216979,4,0.9514538924351478
21070,1,1,0,5,0,1,0,0,0,1,1,1,1,1,3,0.20067043724894082,3,1.0616966810310349
21071,0,0,0,5,0,0,0,0,5,0,1,1,0,0,4,0.09210059300876339,5,1.1498909119077445
21072,1,1,1,5,1,1,1,0,6,1,1,1,1,1,0,-1.5137365772744045,3,-0.23916822440043267
21073,1,1,0,0,1,0,1,0,3,1,1,1,1,1,3,-0.40896303125588057,3,0.37819139173653493
21074,1,1,0,5,0,1,0,0,4,0,1,1,0,1,0,-0.6431890513391312,4,-1.209304764044239
21075,1,1,0,6,1,1,0,0,4,1,1,1,1,1,0,-0.6719513992814276,3,-0.3935081284346746
21076,1,1,0,5,1,1,1,0,4,1,1,1,1,1,4,-0.21305829556861142,3,-0.6139937056264487
21077,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.569080039337351,1,-1.9589557264962711
21078,0,1,0,0,0,1,1,0,4,1,1,1,0,1,3,0.9298226883927915,3,1.657007739448825
21079,1,1,0,6,0,0,0,1,4,1,1,4,1,1,0,0.2626431393580671,4,-0.3935081284346746
21080,1,1,0,3,0,1,0,0,5,1,1,1,0,1,4,0.590726367708038,4,1.2380851427844541
21081,1,1,1,5,0,1,1,0,4,1,1,1,0,1,3,0.6226536431562525,4,1.590862066291293
21082,1,1,1,5,1,1,1,0,0,1,1,3,1,1,0,0.4508707873789538,4,-0.3714595707154972
21083,1,1,1,5,1,1,1,0,0,1,1,4,1,1,0,-0.3983562471819928,3,-1.7164215915853196
21084,1,1,0,3,1,1,1,0,4,1,1,1,1,1,3,0.5028782447735001,4,-0.150973993523723
21085,1,1,0,6,1,1,1,0,4,1,1,1,1,1,3,-0.8069098958344627,3,1.436522162257051
21086,1,1,0,5,1,1,1,0,4,1,1,1,1,1,3,2.4352803335896107,3,1.5688135085721153
21087,1,1,0,0,1,1,1,0,3,1,1,1,1,1,0,1.4388414007128512,3,-0.8344792828182229
21088,1,1,0,0,1,1,1,0,3,1,1,3,1,1,0,-0.8620395114443067,3,-1.209304764044239
21089,1,1,0,5,0,1,0,1,4,1,1,1,1,1,3,-0.27030499106417083,4,0.3120457185790027
21090,1,1,0,5,0,1,0,0,0,1,1,1,0,1,4,1.6356870607937717,4,1.9877361052364864
21091,1,1,0,0,1,0,0,0,4,1,1,1,0,1,3,2.2866142793927002,4,0.753016872962551
21092,0,1,0,5,1,0,0,0,1,1,1,1,1,1,3,0.015073100601215804,4,0.8412111038392607
21093,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-0.3794949900183457,3,-0.5478480324689164
21094,1,1,1,5,1,1,1,0,4,1,1,1,1,1,0,0.8233913086836399,3,-0.018682647208658528
21095,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,-1.1317212734519642,1,-1.6723244761469647
21096,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,0.8379970214305457,3,-0.06277976264701336
21097,1,1,0,6,0,0,0,0,0,0,0,0,0,1,3,0.041461752914073585,9,2.5169014904967444
21098,0,1,0,0,0,0,0,0,4,1,1,1,0,1,3,-0.6567469164658345,3,-1.1872562063250616
21099,1,1,1,5,1,1,1,0,4,1,1,1,1,1,4,0.4527526361662565,4,0.1797543722639382
21100,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-1.441542014706975,1,-1.8707614956195615
21101,1,1,1,5,1,1,1,0,4,1,1,1,1,1,3,-0.4008796353286032,2,-0.5919451479072714
21102,1,1,0,6,0,1,0,0,6,0,1,3,0,1,0,1.3284324769759916,5,-0.680139378783981
21103,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.665429082461799,2,-0.7462850519415133
21104,1,1,0,6,0,1,0,0,3,0,1,1,0,1,3,0.4118010403971133,5,-0.415556686153852
21105,1,1,0,5,0,0,1,0,4,1,1,1,0,1,4,0.7042360650148849,3,0.1577058145447608
21106,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.3887433254359494,2,-1.5179845721127228
21107,1,1,0,5,1,0,1,1,4,0,1,1,1,1,0,0.7660376899615291,3,-0.7683336096606906
21108,1,1,1,5,1,0,0,0,4,1,1,1,1,1,4,0.2861020952634196,4,0.7309683152433736
21109,0,1,0,6,0,0,0,0,0,0,1,1,1,0,0,0.21435661024750563,5,-0.23916822440043267
21110,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.5750891246695333,1,-1.8707614956195615
21111,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,0.26760437707004686,9,0.40023994945571234
21112,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.174618871944341,4,-1.6061788029894324
21113,0,1,0,6,1,0,0,0,3,1,1,1,1,1,0,0.3837230011047452,4,0.22385148770229304
21114,1,1,0,0,0,0,0,0,6,0,1,3,0,0,0,2.2881539738550387,5,0.7971139884009059
21115,0,1,0,6,0,0,0,0,4,1,1,1,0,1,4,0.5387830642494225,5,0.3340942762981801
21116,1,1,0,0,0,0,1,0,3,1,1,1,1,1,4,-0.17903532487999171,3,-0.04073120492783594
21117,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.3430983237002874,9,1.9656875475173088
21118,1,1,0,5,1,1,1,0,1,1,1,1,1,1,0,0.4677860418193675,3,-0.7242364942223358
21119,1,1,1,5,1,1,1,0,4,1,1,1,1,1,0,2.021444677545507,3,-0.2832653398387875
21120,1,1,0,5,1,1,1,0,0,1,1,1,1,1,3,-1.0048889421168268,3,-1.3195475526401261
21121,1,1,1,5,1,1,1,1,4,1,1,1,0,1,0,-0.9621196514963118,2,-0.9667706291332874
21122,1,1,0,0,0,1,0,0,3,1,1,3,0,1,0,-0.31018735456780105,4,0.3340942762981801
21123,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,4.842421548293438,3,0.5986769689283091
21124,1,1,0,5,1,0,0,0,4,0,1,1,0,1,0,0.7270320969156194,3,0.4222885071748898
21125,1,1,1,5,1,0,0,0,4,0,1,1,0,1,3,-0.8698449069825507,3,0.6207255266474865
21126,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,0.14744405507170985,9,1.8113476434830669
21127,1,1,1,5,1,0,0,0,4,1,1,1,1,1,3,0.159248379282972,3,-1.209304764044239
21128,1,1,0,5,1,1,1,1,4,1,1,1,1,1,3,-0.5543786193656317,3,-0.4376052438730294
21129,1,1,0,5,0,0,1,0,0,1,1,1,0,1,4,0.603856539928536,5,0.6207255266474865
21130,1,1,0,5,0,0,0,0,4,1,1,1,1,1,4,-0.8188639125628967,4,-0.30531389755796495
21131,0,1,0,0,0,0,1,0,4,1,1,1,0,1,3,1.2889991910238767,5,1.6790562971680025
21132,1,1,1,5,0,1,0,0,6,1,1,1,1,1,0,-1.14299098153047,4,-1.1431590908867066
21133,1,1,1,5,0,1,1,0,4,0,0,0,1,1,4,-0.09492951487474888,6,0.5766284112091317
21134,1,1,0,5,0,1,0,0,3,1,1,1,0,1,4,-0.4006871735208109,3,-0.4596538015922068
21135,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.1741056404568946,1,-0.9667706291332874
21136,1,1,0,6,1,0,1,1,4,1,1,1,1,1,3,-0.49854331046054934,3,-0.2832653398387875
21137,1,1,0,5,1,0,1,0,4,1,1,1,0,1,4,0.6556501508699798,4,-0.3935081284346746
21138,1,1,0,5,0,1,1,0,3,0,1,1,0,1,3,-0.21213875582027034,3,1.0616966810310349
21139,1,1,0,0,0,0,1,0,4,1,1,1,0,1,4,-0.3988053247335082,4,0.5986769689283091
21140,1,1,1,5,1,1,0,0,4,1,1,1,1,1,0,0.03983651987049401,2,-0.680139378783981
21141,1,1,1,5,1,1,1,0,0,1,1,1,1,1,3,-0.25001096266473644,5,0.5766284112091317
21142,1,1,0,5,1,0,1,0,3,1,1,1,1,1,0,-0.3318713849124022,4,-0.680139378783981
21143,1,1,0,5,0,0,0,0,4,0,1,1,0,0,0,0.9778739864049402,9,1.590862066291293
21144,0,1,1,5,0,1,1,0,3,1,1,1,1,1,4,-0.9036326465727575,2,0.1797543722639382
21145,1,1,0,0,0,1,1,1,4,0,1,3,1,1,3,-0.16966885023409892,4,0.06951158366805113
21146,1,1,0,0,1,1,1,1,4,1,1,1,1,1,4,-1.449326025599909,3,-1.8707614956195615
21147,1,1,0,0,0,0,0,0,0,1,1,1,0,0,4,-0.11879477904099628,5,1.8995418743597767
21148,1,1,0,5,0,0,1,0,4,0,1,1,0,0,4,-0.050492221920033754,3,0.7971139884009059
21149,1,1,0,5,1,0,0,0,4,1,1,1,0,1,4,-0.07568333409551711,3,0.3561428340173575
21150,1,1,1,5,1,1,1,0,4,1,1,1,1,1,4,-0.8212803774829558,9,3.0240183180378244
21151,1,1,0,6,0,0,1,0,3,1,1,1,1,1,4,-1.0515074688931882,4,-1.4518388989551905
21152,1,1,0,5,1,1,0,1,4,1,1,1,1,1,0,0.39174224309609174,4,-0.150973993523723
21153,1,1,0,5,0,1,0,0,0,0,1,1,1,0,0,1.3942971845315848,3,0.6207255266474865
21154,1,1,1,5,1,1,1,0,3,1,1,1,0,1,3,-0.06306639336246518,3,0.1577058145447608
21155,1,1,0,6,1,1,1,1,4,1,1,1,0,1,0,-0.6783667928745049,5,-0.3714595707154972
21156,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,0.07298272010139317,3,-0.5037509170305616
21157,1,1,0,0,0,0,1,0,4,1,1,2,0,0,4,1.270907781091399,4,0.1577058145447608
21158,1,1,0,5,0,1,0,0,6,1,1,1,0,1,0,0.8642359812262317,4,0.6648226420858414
21159,1,1,0,6,0,1,1,0,6,0,1,1,0,1,0,2.6468386296439883,5,0.1797543722639382
21160,1,1,0,0,1,0,1,0,3,1,1,1,1,1,3,0.02433265202055731,3,0.5545798534899543
21161,1,1,1,5,1,1,1,0,4,1,1,1,0,1,3,-0.4289790592662816,2,1.0616966810310349
21162,1,1,1,5,1,1,0,0,4,1,1,1,0,0,4,0.46996727564101376,4,1.657007739448825
21163,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.6488712183066282,9,2.7373870676885184
21164,1,1,0,6,1,0,0,0,4,1,1,1,0,1,3,0.6567193831354927,3,1.5688135085721153
21165,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,0.7411887321110099,3,-0.1068768780853682
21166,1,1,1,5,1,1,1,1,4,1,1,1,0,1,0,-1.207679533593999,3,-0.9667706291332874
21167,0,1,0,6,0,0,0,0,0,0,0,0,1,1,4,0.3217075297049984,5,1.546764950852938
21168,1,1,0,0,0,0,1,0,4,1,1,1,0,1,3,0.23279017450494763,5,0.7971139884009059
21169,0,1,0,6,0,0,0,0,4,1,1,1,0,1,3,0.14338097246276094,4,1.3042308159419864
